28440
27317
26227
25137
24047
22957
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
12288
11264
10240
9216
8192
7168
6144
5120
4096
3072
2048
1024
0
0
27350
26227
25137
24047
22957
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
12288
11264
10240
9216
8192
7168
7168
6144
5120
4096
3072
2048
1024
0
0
26227
25104
24014
22924
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
12288
11264
10240
10240
9216
8192
7168
6144
5120
5120
4096
3072
2048
1024
0
0
25137
24014
22924
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
12288
11264
11264
10240
9216
8192
7168
7168
6144
5120
4096
3072
3072
2048
1024
0
0
24047
22924
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
12288
12288
11264
10240
9216
9216
8192
7168
6144
6144
5120
4096
3072
3072
2048
1024
0
0
22957
21834
20744
19654
18564
17474
16384
16384
15360
14336
13312
13312
12288
11264
10240
10240
9216
8192
7168
7168
6144
5120
5120
4096
3072
2048
2048
1024
0
0
21867
20744
19654
18564
17474
16384
16384
15360
14336
13312
13312
12288
11264
11264
10240
9216
9216
8192
7168
6144
6144
5120
4096
4096
3072
2048
2048
1024
0
0
20744
19654
18564
17474
16384
16384
15360
14336
13312
13312
12288
11264
11264
10240
9216
9216
8192
7168
7168
6144
5120
5120
4096
3072
3072
2048
1024
1024
0
0
19654
18564
17474
16384
16384
15360
14336
14336
13312
12288
12288
11264
10240
10240
9216
8192
8192
7168
7168
6144
5120
5120
4096
3072
3072
2048
1024
1024
0
0
18564
17474
16384
16384
15360
14336
14336
13312
12288
12288
11264
11264
10240
9216
9216
8192
7168
7168
6144
6144
5120
4096
4096
3072
3072
2048
1024
1024
0
0
17474
16384
16384
15360
14336
14336
13312
13312
12288
11264
11264
10240
10240
9216
8192
8192
7168
7168
6144
5120
5120
4096
4096
3072
2048
2048
1024
1024
0
0
16384
16384
15360
14336
14336
13312
13312
12288
12288
11264
10240
10240
9216
9216
8192
8192
7168
6144
6144
5120
5120
4096
4096
3072
2048
2048
1024
1024
0
0
32767
29629
27548
25467
23386
20281
18200
16119
14038
11957
8852
6771
4690
2609
528
528
462
429
396
363
330
297
231
198
165
132
99
66
33
0
29629
26524
24443
22362
20281
18200
16119
13014
10933
8852
6771
4690
2609
528
528
462
429
396
363
330
297
264
231
198
165
132
99
66
33
0
27548
24443
22362
20281
18200
16119
14038
10933
8852
6771
4690
2609
528
528
495
462
429
396
363
330
297
264
231
198
165
132
99
66
33
0
25467
22362
20281
18200
16119
14038
10933
8852
6771
4690
2609
528
528
495
462
429
396
363
330
297
264
231
198
165
132
99
66
33
0
0
23386
20281
18200
16119
14038
10933
8852
6771
4690
2609
528
528
495
462
429
